R,G,B,R.I,Thickness,Wavelength,Reflectance
38,57,90,1.941,84.3,620,0.619058
38,57,90,1.941,84.3,615,0.792251
38,57,90,1.941,84.3,610,0.990963
38,57,90,1.941,84.3,605,1.21822
38,57,90,1.941,84.3,600,1.47816
38,57,90,1.941,84.3,595,1.76561
38,57,90,1.941,84.3,590,2.08424
38,57,90,1.941,84.3,585,2.43642
38,57,90,1.941,84.3,580,2.82403
38,57,90,1.941,84.3,575,3.25086
38,57,90,1.941,84.3,570,3.71711
38,57,90,1.941,84.3,565,4.22348
38,57,90,1.941,84.3,560,4.77077
38,57,90,1.941,84.3,555,5.35899
38,57,90,1.941,84.3,550,5.98704
38,57,90,1.941,84.3,545,6.65642
38,57,90,1.941,84.3,540,7.37196
38,57,90,1.941,84.3,535,8.13291
38,57,90,1.941,84.3,530,8.94596
38,57,90,1.941,84.3,525,9.80944
38,57,90,1.941,84.3,520,10.7325
38,57,90,1.941,84.3,515,11.7014
38,57,90,1.941,84.3,510,12.7144
38,57,90,1.941,84.3,505,13.7768
38,57,90,1.941,84.3,500,14.8854
38,57,90,1.941,84.3,495,16.041
38,57,90,1.941,84.3,490,17.2472
38,57,90,1.941,84.3,485,18.5013
38,57,90,1.941,84.3,480,19.8117
38,57,90,1.941,84.3,475,21.168
38,57,90,1.941,84.3,470,22.5726
38,57,90,1.941,84.3,465,24.0227
38,57,90,1.941,84.3,460,25.5194
38,57,90,1.941,84.3,455,27.0588
38,57,90,1.941,84.3,450,28.6409
38,57,90,1.941,84.3,445,30.2617
38,57,90,1.941,84.3,440,31.9256
38,57,90,1.941,84.3,435,33.6192
38,57,90,1.941,84.3,430,35.3535
38,57,90,1.941,84.3,425,37.142
38,57,90,1.941,84.3,420,39.0327
38,57,90,1.941,84.3,415,40.91
38,57,90,1.941,84.3,410,42.8206
38,57,90,1.941,84.3,405,44.7949
38,57,90,1.941,84.3,400,46.7986
38,57,90,1.941,84.3,395,48.9088
38,57,90,1.941,84.3,390,51.1176
38,57,90,1.941,84.3,385,53.4996
38,57,90,1.941,84.3,380,56.0242
38,57,90,1.941,84.3,375,58.4677
38,57,90,1.941,84.3,370,60.3809
38,57,90,1.941,84.3,365,61.1231
38,57,90,1.941,84.3,360,60.7676
38,57,90,1.941,84.3,355,59.6834
38,57,90,1.941,84.3,350,58.3527
38,57,90,1.941,84.3,345,57.0571
38,57,90,1.941,84.3,340,55.6241
38,57,90,1.941,84.3,335,54.239
38,57,90,1.941,84.3,330,52.6497
38,57,90,1.941,84.3,325,50.843
38,57,90,1.941,84.3,320,48.7475
38,57,90,1.941,84.3,315,46.3194
38,57,90,1.941,84.3,310,43.568
38,57,90,1.941,84.3,305,40.4826
38,57,90,1.941,84.3,300,36.9779
19,33,70,1.966,77.2,1200,97.0443
19,33,70,1.966,77.2,1195,96.9896
19,33,70,1.966,77.2,1190,96.8699
19,33,70,1.966,77.2,1185,96.6373
19,33,70,1.966,77.2,1180,96.2519
19,33,70,1.966,77.2,1175,95.6945
19,33,70,1.966,77.2,1170,94.9596
19,33,70,1.966,77.2,1165,94.0662
19,33,70,1.966,77.2,1160,93.0263
19,33,70,1.966,77.2,1155,91.8504
19,33,70,1.966,77.2,1150,90.5221
19,33,70,1.966,77.2,1145,89.0456
19,33,70,1.966,77.2,1140,87.403
19,33,70,1.966,77.2,1135,85.5952
19,33,70,1.966,77.2,1130,83.6016
19,33,70,1.966,77.2,1125,81.4394
19,33,70,1.966,77.2,1120,79.106
19,33,70,1.966,77.2,1115,76.6015
19,33,70,1.966,77.2,1110,73.9119
19,33,70,1.966,77.2,1105,71.0303
19,33,70,1.966,77.2,1100,67.9541
19,33,70,1.966,77.2,1095,64.6759
19,33,70,1.966,77.2,1090,61.2128
19,33,70,1.966,77.2,1085,57.5842
19,33,70,1.966,77.2,1080,53.7901
19,33,70,1.966,77.2,1075,49.811
19,33,70,1.966,77.2,1070,45.6242
19,33,70,1.966,77.2,1065,41.2502
19,33,70,1.966,77.2,1060,36.8056
19,33,70,1.966,77.2,1055,32.477
19,33,70,1.966,77.2,1050,28.4815
19,33,70,1.966,77.2,1045,24.9961
19,33,70,1.966,77.2,1040,22.0971
19,33,70,1.966,77.2,1035,19.7873
19,33,70,1.966,77.2,1030,18.0064
19,33,70,1.966,77.2,1025,16.6747
19,33,70,1.966,77.2,1020,15.6985
19,33,70,1.966,77.2,1015,15.0001
19,33,70,1.966,77.2,1010,14.5047
19,33,70,1.966,77.2,1005,14.1492
19,33,70,1.966,77.2,1000,13.8841
19,33,70,1.966,77.2,995,13.6692
19,33,70,1.966,77.2,990,13.4906
19,33,70,1.966,77.2,985,13.3228
19,33,70,1.966,77.2,980,13.1663
19,33,70,1.966,77.2,975,13.0098
19,33,70,1.966,77.2,970,12.857
19,33,70,1.966,77.2,965,12.7066
19,33,70,1.966,77.2,960,12.5594
19,33,70,1.966,77.2,955,12.4069
19,33,70,1.966,77.2,950,12.2505
19,33,70,1.966,77.2,945,12.0894
19,33,70,1.966,77.2,940,11.9314
19,33,70,1.966,77.2,935,11.7677
19,33,70,1.966,77.2,930,11.606
19,33,70,1.966,77.2,925,11.44
19,33,70,1.966,77.2,920,11.268
19,33,70,1.966,77.2,915,11.0958
19,33,70,1.966,77.2,910,10.9181
19,33,70,1.966,77.2,905,10.7454
19,33,70,1.966,77.2,900,10.5718
19,33,70,1.966,77.2,895,10.3885
19,33,70,1.966,77.2,890,10.2061
19,33,70,1.966,77.2,885,10.0233
19,33,70,1.966,77.2,880,9.83332
19,33,70,1.966,77.2,875,9.64309
19,33,70,1.966,77.2,870,9.4545
19,33,70,1.966,77.2,865,9.25802
19,33,70,1.966,77.2,860,9.06394
19,33,70,1.966,77.2,855,8.85704
19,33,70,1.966,77.2,850,9.17622
19,33,70,1.966,77.2,845,9.00691
19,33,70,1.966,77.2,840,8.83255
19,33,70,1.966,77.2,835,8.6448
19,33,70,1.966,77.2,830,8.44225
19,33,70,1.966,77.2,825,8.2323
19,33,70,1.966,77.2,820,8.00788
19,33,70,1.966,77.2,815,7.77789
19,33,70,1.966,77.2,810,7.55585
19,33,70,1.966,77.2,805,7.32369
19,33,70,1.966,77.2,800,7.08603
19,33,70,1.966,77.2,795,6.84704
19,33,70,1.966,77.2,790,6.60396
19,33,70,1.966,77.2,785,6.36277
19,33,70,1.966,77.2,780,6.11522
19,33,70,1.966,77.2,775,5.87026
19,33,70,1.966,77.2,770,5.62184
19,33,70,1.966,77.2,765,5.37248
19,33,70,1.966,77.2,760,5.12216
19,33,70,1.966,77.2,755,4.87386
19,33,70,1.966,77.2,750,4.63155
19,33,70,1.966,77.2,745,4.38948
19,33,70,1.966,77.2,740,4.1484
19,33,70,1.966,77.2,735,3.91162
19,33,70,1.966,77.2,730,3.67714
19,33,70,1.966,77.2,725,3.44242
19,33,70,1.966,77.2,720,3.20932
19,33,70,1.966,77.2,715,2.98147
19,33,70,1.966,77.2,710,2.756
19,33,70,1.966,77.2,705,2.53672
19,33,70,1.966,77.2,700,2.32356
19,33,70,1.966,77.2,695,2.12181
19,33,70,1.966,77.2,690,1.9291
19,33,70,1.966,77.2,685,1.74094
19,33,70,1.966,77.2,680,1.55575
19,33,70,1.966,77.2,675,1.37556
19,33,70,1.966,77.2,670,1.20104
19,33,70,1.966,77.2,665,1.03807
19,33,70,1.966,77.2,660,0.88509
19,33,70,1.966,77.2,655,0.743407
19,33,70,1.966,77.2,650,0.613009
19,33,70,1.966,77.2,645,0.494552
19,33,70,1.966,77.2,640,0.388953
19,33,70,1.966,77.2,635,0.296968
19,33,70,1.966,77.2,630,0.220282
19,33,70,1.966,77.2,625,0.159249
19,33,70,1.966,77.2,620,0.115223
19,33,70,1.966,77.2,615,0.0900605
19,33,70,1.966,77.2,610,0.0851738
19,33,70,1.966,77.2,605,0.101693
19,33,70,1.966,77.2,600,0.142446
19,33,70,1.966,77.2,595,0.206029
19,33,70,1.966,77.2,590,0.295104
19,33,70,1.966,77.2,585,0.411791
19,33,70,1.966,77.2,580,0.557224
19,33,70,1.966,77.2,575,0.734637
19,33,70,1.966,77.2,570,0.945608
19,33,70,1.966,77.2,565,1.19153
19,33,70,1.966,77.2,560,1.47352
19,33,70,1.966,77.2,555,1.7937
19,33,70,1.966,77.2,550,2.15287
19,33,70,1.966,77.2,545,2.55385
19,33,70,1.966,77.2,540,2.99878
19,33,70,1.966,77.2,535,3.49119
19,33,70,1.966,77.2,530,4.03364
19,33,70,1.966,77.2,525,4.62921
19,33,70,1.966,77.2,520,5.28624
19,33,70,1.966,77.2,515,5.99154
19,33,70,1.966,77.2,510,6.75608
19,33,70,1.966,77.2,505,7.57505
19,33,70,1.966,77.2,500,8.45245
19,33,70,1.966,77.2,495,9.38925
19,33,70,1.966,77.2,490,10.3881
19,33,70,1.966,77.2,485,11.4519
19,33,70,1.966,77.2,480,12.5826
19,33,70,1.966,77.2,475,13.7842
19,33,70,1.966,77.2,470,15.0556
19,33,70,1.966,77.2,465,16.3998
19,33,70,1.966,77.2,460,17.8092
19,33,70,1.966,77.2,455,19.2874
19,33,70,1.966,77.2,450,20.8283
19,33,70,1.966,77.2,445,22.4407
19,33,70,1.966,77.2,440,24.1244
19,33,70,1.966,77.2,435,25.8666
19,33,70,1.966,77.2,430,27.685
19,33,70,1.966,77.2,425,29.5898
19,33,70,1.966,77.2,420,31.6359
19,33,70,1.966,77.2,415,33.6823
19,33,70,1.966,77.2,410,35.8095
19,33,70,1.966,77.2,405,38.0172
19,33,70,1.966,77.2,400,40.3165
19,33,70,1.966,77.2,395,42.7455
19,33,70,1.966,77.2,390,45.3322
19,33,70,1.966,77.2,385,48.1178
19,33,70,1.966,77.2,380,51.1218
19,33,70,1.966,77.2,375,54.1258
19,33,70,1.966,77.2,370,56.6976
19,33,70,1.966,77.2,365,58.1524
19,33,70,1.966,77.2,360,58.4804
19,33,70,1.966,77.2,355,58.054
19,33,70,1.966,77.2,350,57.3453
19,33,70,1.966,77.2,345,56.6913
19,33,70,1.966,77.2,340,55.7939
19,33,70,1.966,77.2,335,55.1326
19,33,70,1.966,77.2,330,54.415
19,33,70,1.966,77.2,325,53.5451
19,33,70,1.966,77.2,320,52.4677
19,33,70,1.966,77.2,315,51.2006
19,33,70,1.966,77.2,310,49.7283
19,33,70,1.966,77.2,305,48.1287
19,33,70,1.966,77.2,300,46.32
6,36,72,1.992,104.1,1200,97.4717
6,36,72,1.992,104.1,1195,97.4155
6,36,72,1.992,104.1,1190,97.2826
6,36,72,1.992,104.1,1185,97.0369
6,36,72,1.992,104.1,1180,96.6263
6,36,72,1.992,104.1,1175,96.0364
6,36,72,1.992,104.1,1170,95.2666
6,36,72,1.992,104.1,1165,94.3261
6,36,72,1.992,104.1,1160,93.2406
6,36,72,1.992,104.1,1155,92.0072
6,36,72,1.992,104.1,1150,90.6155
6,36,72,1.992,104.1,1145,89.0627
6,36,72,1.992,104.1,1140,87.3366
6,36,72,1.992,104.1,1135,85.4311
6,36,72,1.992,104.1,1130,83.3263
6,36,72,1.992,104.1,1125,81.0311
6,36,72,1.992,104.1,1120,78.5508
6,36,72,1.992,104.1,1115,75.8815
6,36,72,1.992,104.1,1110,73.0062
6,36,72,1.992,104.1,1105,69.9118
6,36,72,1.992,104.1,1100,66.5893
6,36,72,1.992,104.1,1095,63.0381
6,36,72,1.992,104.1,1090,59.2728
6,36,72,1.992,104.1,1085,55.3079
6,36,72,1.992,104.1,1080,51.1371
6,36,72,1.992,104.1,1075,46.7377
6,36,72,1.992,104.1,1070,42.082
6,36,72,1.992,104.1,1065,37.2076
6,36,72,1.992,104.1,1060,32.2455
6,36,72,1.992,104.1,1055,27.4158
6,36,72,1.992,104.1,1050,22.961
6,36,72,1.992,104.1,1045,19.0723
6,36,72,1.992,104.1,1040,15.8388
6,36,72,1.992,104.1,1035,13.2587
6,36,72,1.992,104.1,1030,11.2728
6,36,72,1.992,104.1,1025,9.78233
6,36,72,1.992,104.1,1020,8.70041
6,36,72,1.992,104.1,1015,7.92396
6,36,72,1.992,104.1,1010,7.37194
6,36,72,1.992,104.1,1005,6.97256
6,36,72,1.992,104.1,1000,6.66961
6,36,72,1.992,104.1,995,6.4298
6,36,72,1.992,104.1,990,6.22089
6,36,72,1.992,104.1,985,6.03626
6,36,72,1.992,104.1,980,5.86033
6,36,72,1.992,104.1,975,5.6928
6,36,72,1.992,104.1,970,5.52551
6,36,72,1.992,104.1,965,5.35887
6,36,72,1.992,104.1,960,5.195
6,36,72,1.992,104.1,955,5.02796
6,36,72,1.992,104.1,950,4.8653
6,36,72,1.992,104.1,945,4.69736
6,36,72,1.992,104.1,940,4.53262
6,36,72,1.992,104.1,935,4.36038
6,36,72,1.992,104.1,930,4.19596
6,36,72,1.992,104.1,925,4.03257
6,36,72,1.992,104.1,920,3.87128
6,36,72,1.992,104.1,915,3.70872
6,36,72,1.992,104.1,910,3.54799
6,36,72,1.992,104.1,905,3.376
6,36,72,1.992,104.1,900,3.21663
6,36,72,1.992,104.1,895,3.05416
6,36,72,1.992,104.1,890,2.91242
6,36,72,1.992,104.1,885,2.75505
6,36,72,1.992,104.1,880,2.60152
6,36,72,1.992,104.1,875,2.44408
6,36,72,1.992,104.1,870,2.29346
6,36,72,1.992,104.1,865,2.14071
6,36,72,1.992,104.1,860,1.99244
6,36,72,1.992,104.1,855,1.8513
6,36,72,1.992,104.1,850,1.7556
6,36,72,1.992,104.1,845,1.62469
6,36,72,1.992,104.1,840,1.49534
6,36,72,1.992,104.1,835,1.36925
6,36,72,1.992,104.1,830,1.24239
6,36,72,1.992,104.1,825,1.11847
6,36,72,1.992,104.1,820,0.997146
6,36,72,1.992,104.1,815,0.883136
6,36,72,1.992,104.1,810,0.774628
6,36,72,1.992,104.1,805,0.671662
6,36,72,1.992,104.1,800,0.576358
6,36,72,1.992,104.1,795,0.488295
6,36,72,1.992,104.1,790,0.407422
6,36,72,1.992,104.1,785,0.334848
6,36,72,1.992,104.1,780,0.273161
6,36,72,1.992,104.1,775,0.22209
6,36,72,1.992,104.1,770,0.181305
6,36,72,1.992,104.1,765,0.150439
6,36,72,1.992,104.1,760,0.131517
6,36,72,1.992,104.1,755,0.125823
6,36,72,1.992,104.1,750,0.132294
6,36,72,1.992,104.1,745,0.152523
6,36,72,1.992,104.1,740,0.187609
6,36,72,1.992,104.1,735,0.234502
6,36,72,1.992,104.1,730,0.296476
6,36,72,1.992,104.1,725,0.374874
6,36,72,1.992,104.1,720,0.468327
6,36,72,1.992,104.1,715,0.579593
6,36,72,1.992,104.1,710,0.706746
6,36,72,1.992,104.1,705,0.852229
6,36,72,1.992,104.1,700,1.01555
6,36,72,1.992,104.1,695,1.19584
6,36,72,1.992,104.1,690,1.39528
6,36,72,1.992,104.1,685,1.61817
6,36,72,1.992,104.1,680,1.86374
6,36,72,1.992,104.1,675,2.13201
6,36,72,1.992,104.1,670,2.42467
6,36,72,1.992,104.1,665,2.73827
6,36,72,1.992,104.1,660,3.07597
6,36,72,1.992,104.1,655,3.43811
6,36,72,1.992,104.1,650,3.82559
6,36,72,1.992,104.1,645,4.23672
6,36,72,1.992,104.1,640,4.67197
6,36,72,1.992,104.1,635,5.13515
6,36,72,1.992,104.1,630,5.62436
6,36,72,1.992,104.1,625,6.14716
6,36,72,1.992,104.1,620,6.69697
6,36,72,1.992,104.1,615,7.27936
6,36,72,1.992,104.1,610,7.89026
6,36,72,1.992,104.1,605,8.52931
6,36,72,1.992,104.1,600,9.20058
6,36,72,1.992,104.1,595,9.89465
6,36,72,1.992,104.1,590,10.6173
6,36,72,1.992,104.1,585,11.3666
6,36,72,1.992,104.1,580,12.1494
6,36,72,1.992,104.1,575,12.9656
6,36,72,1.992,104.1,570,13.8153
6,36,72,1.992,104.1,565,14.6922
6,36,72,1.992,104.1,560,15.5959
6,36,72,1.992,104.1,555,16.5252
6,36,72,1.992,104.1,550,17.4803
6,36,72,1.992,104.1,545,18.4606
6,36,72,1.992,104.1,540,19.4664
6,36,72,1.992,104.1,535,20.4932
6,36,72,1.992,104.1,530,21.5473
6,36,72,1.992,104.1,525,22.6276
6,36,72,1.992,104.1,520,23.7448
6,36,72,1.992,104.1,515,24.8771
6,36,72,1.992,104.1,510,26.0179
6,36,72,1.992,104.1,505,27.1717
6,36,72,1.992,104.1,500,28.3363
6,36,72,1.992,104.1,495,29.5142
6,36,72,1.992,104.1,490,30.7006
6,36,72,1.992,104.1,485,31.8873
6,36,72,1.992,104.1,480,33.0835
6,36,72,1.992,104.1,475,34.2834
6,36,72,1.992,104.1,470,35.4925
6,36,72,1.992,104.1,465,36.704
6,36,72,1.992,104.1,460,37.9067
6,36,72,1.992,104.1,455,39.0994
6,36,72,1.992,104.1,450,40.279
6,36,72,1.992,104.1,445,41.4545
6,36,72,1.992,104.1,440,42.62
6,36,72,1.992,104.1,435,43.7639
6,36,72,1.992,104.1,430,44.9047
6,36,72,1.992,104.1,425,46.037
6,36,72,1.992,104.1,420,47.196
6,36,72,1.992,104.1,415,48.2767
6,36,72,1.992,104.1,410,49.3389
6,36,72,1.992,104.1,405,50.3853
6,36,72,1.992,104.1,400,51.4121
6,36,72,1.992,104.1,395,52.4425
6,36,72,1.992,104.1,390,53.4902
6,36,72,1.992,104.1,385,54.593
6,36,72,1.992,104.1,380,55.6389
6,36,72,1.992,104.1,375,56.3248
6,36,72,1.992,104.1,370,56.0233
6,36,72,1.992,104.1,365,54.4494
6,36,72,1.992,104.1,360,51.6034
6,36,72,1.992,104.1,355,48.0354
6,36,72,1.992,104.1,350,44.1794
6,36,72,1.992,104.1,345,40.2601
6,36,72,1.992,104.1,340,36.1148
6,36,72,1.992,104.1,335,31.7512
6,36,72,1.992,104.1,330,27.0856
6,36,72,1.992,104.1,325,22.1949
6,36,72,1.992,104.1,320,17.2489
6,36,72,1.992,104.1,315,12.4783
6,36,72,1.992,104.1,310,8.15293
6,36,72,1.992,104.1,305,4.61441
6,36,72,1.992,104.1,300,2.18853
6,12,40,1.946,73.2,1200,92.4867
6,12,40,1.946,73.2,1195,92.4547
6,12,40,1.946,73.2,1190,92.3593
6,12,40,1.946,73.2,1185,92.1557
6,12,40,1.946,73.2,1180,91.8202
6,12,40,1.946,73.2,1175,91.3254
6,12,40,1.946,73.2,1170,90.6806
6,12,40,1.946,73.2,1165,89.8845
6,12,40,1.946,73.2,1160,88.9556
6,12,40,1.946,73.2,1155,87.8934
6,12,40,1.946,73.2,1150,86.6938
6,12,40,1.946,73.2,1145,85.3564
6,12,40,1.946,73.2,1140,83.8682
6,12,40,1.946,73.2,1135,82.2226
6,12,40,1.946,73.2,1130,80.411
6,12,40,1.946,73.2,1125,78.4379
6,12,40,1.946,73.2,1120,76.3092
6,12,40,1.946,73.2,1115,74.0178
6,12,40,1.946,73.2,1110,71.5521
6,12,40,1.946,73.2,1105,68.9127
6,12,40,1.946,73.2,1100,66.09
6,12,40,1.946,73.2,1095,63.0742
6,12,40,1.946,73.2,1090,59.8879
6,12,40,1.946,73.2,1085,56.5372
6,12,40,1.946,73.2,1080,53.0404
6,12,40,1.946,73.2,1075,49.374
6,12,40,1.946,73.2,1070,45.5153
6,12,40,1.946,73.2,1065,41.4692
6,12,40,1.946,73.2,1060,37.3357
6,12,40,1.946,73.2,1055,33.2908
6,12,40,1.946,73.2,1050,29.5344
6,12,40,1.946,73.2,1045,26.2456
6,12,40,1.946,73.2,1040,23.4934
6,12,40,1.946,73.2,1035,21.2916
6,12,40,1.946,73.2,1030,19.5914
6,12,40,1.946,73.2,1025,18.3179
6,12,40,1.946,73.2,1020,17.3893
6,12,40,1.946,73.2,1015,16.7223
6,12,40,1.946,73.2,1010,16.2488
6,12,40,1.946,73.2,1005,15.9078
6,12,40,1.946,73.2,1000,15.6511
6,12,40,1.946,73.2,995,15.4544
6,12,40,1.946,73.2,990,15.2862
6,12,40,1.946,73.2,985,15.1374
6,12,40,1.946,73.2,980,14.9907
6,12,40,1.946,73.2,975,14.848
6,12,40,1.946,73.2,970,14.7086
6,12,40,1.946,73.2,965,14.5675
6,12,40,1.946,73.2,960,14.4267
6,12,40,1.946,73.2,955,14.2797
6,12,40,1.946,73.2,950,14.1323
6,12,40,1.946,73.2,945,13.9846
6,12,40,1.946,73.2,940,13.8407
6,12,40,1.946,73.2,935,13.6926
6,12,40,1.946,73.2,930,13.539
6,12,40,1.946,73.2,925,13.3838
6,12,40,1.946,73.2,920,13.2293
6,12,40,1.946,73.2,915,13.067
6,12,40,1.946,73.2,910,12.8992
6,12,40,1.946,73.2,905,12.7281
6,12,40,1.946,73.2,900,12.5588
6,12,40,1.946,73.2,895,12.3912
6,12,40,1.946,73.2,890,12.2175
6,12,40,1.946,73.2,885,12.0396
6,12,40,1.946,73.2,880,11.8614
6,12,40,1.946,73.2,875,11.676
6,12,40,1.946,73.2,870,11.4985
6,12,40,1.946,73.2,865,11.3146
6,12,40,1.946,73.2,860,11.1289
6,12,40,1.946,73.2,855,10.9315
6,12,40,1.946,73.2,850,11.3319
6,12,40,1.946,73.2,845,11.1845
6,12,40,1.946,73.2,840,11.0139
6,12,40,1.946,73.2,835,10.8355
6,12,40,1.946,73.2,830,10.6474
6,12,40,1.946,73.2,825,10.4382
6,12,40,1.946,73.2,820,10.2176
6,12,40,1.946,73.2,815,9.98657
6,12,40,1.946,73.2,810,9.75787
6,12,40,1.946,73.2,805,9.52173
6,12,40,1.946,73.2,800,9.28537
6,12,40,1.946,73.2,795,9.04199
6,12,40,1.946,73.2,790,8.79641
6,12,40,1.946,73.2,785,8.54717
6,12,40,1.946,73.2,780,8.2959
6,12,40,1.946,73.2,775,8.03668
6,12,40,1.946,73.2,770,7.77805
6,12,40,1.946,73.2,765,7.51486
6,12,40,1.946,73.2,760,7.25022
6,12,40,1.946,73.2,755,6.98938
6,12,40,1.946,73.2,750,6.72863
6,12,40,1.946,73.2,745,6.46876
6,12,40,1.946,73.2,740,6.19992
6,12,40,1.946,73.2,735,5.94207
6,12,40,1.946,73.2,730,5.67834
6,12,40,1.946,73.2,725,5.41495
6,12,40,1.946,73.2,720,5.14855
6,12,40,1.946,73.2,715,4.88645
6,12,40,1.946,73.2,710,4.62506
6,12,40,1.946,73.2,705,4.36558
6,12,40,1.946,73.2,700,4.11085
6,12,40,1.946,73.2,695,3.8627
6,12,40,1.946,73.2,690,3.62305
6,12,40,1.946,73.2,685,3.38709
6,12,40,1.946,73.2,680,3.15282
6,12,40,1.946,73.2,675,2.91793
6,12,40,1.946,73.2,670,2.68396
6,12,40,1.946,73.2,665,2.4561
6,12,40,1.946,73.2,660,2.23366
6,12,40,1.946,73.2,655,2.0183
6,12,40,1.946,73.2,650,1.8106
6,12,40,1.946,73.2,645,1.61162
6,12,40,1.946,73.2,640,1.42053
6,12,40,1.946,73.2,635,1.23769
6,12,40,1.946,73.2,630,1.06335
6,12,40,1.946,73.2,625,0.900648
6,12,40,1.946,73.2,620,0.748065
6,12,40,1.946,73.2,615,0.609009
6,12,40,1.946,73.2,610,0.483661
6,12,40,1.946,73.2,605,0.373983
6,12,40,1.946,73.2,600,0.27868
6,12,40,1.946,73.2,595,0.203665
6,12,40,1.946,73.2,590,0.148219
6,12,40,1.946,73.2,585,0.113132
6,12,40,1.946,73.2,580,0.100762
6,12,40,1.946,73.2,575,0.112394
6,12,40,1.946,73.2,570,0.150749
6,12,40,1.946,73.2,565,0.217824
6,12,40,1.946,73.2,560,0.315782
6,12,40,1.946,73.2,555,0.446269
6,12,40,1.946,73.2,550,0.610987
6,12,40,1.946,73.2,545,0.811868
6,12,40,1.946,73.2,540,1.05103
6,12,40,1.946,73.2,535,1.3321
6,12,40,1.946,73.2,530,1.65876
6,12,40,1.946,73.2,525,2.03493
6,12,40,1.946,73.2,520,2.47024
6,12,40,1.946,73.2,515,2.95174
6,12,40,1.946,73.2,510,3.48892
6,12,40,1.946,73.2,505,4.08384
6,12,40,1.946,73.2,500,4.74184
6,12,40,1.946,73.2,495,5.46186
6,12,40,1.946,73.2,490,6.24878
6,12,40,1.946,73.2,485,7.10276
6,12,40,1.946,73.2,480,8.03263
6,12,40,1.946,73.2,475,9.04381
6,12,40,1.946,73.2,470,10.1349
6,12,40,1.946,73.2,465,11.3119
6,12,40,1.946,73.2,460,12.5711
6,12,40,1.946,73.2,455,13.9119
6,12,40,1.946,73.2,450,15.3369
6,12,40,1.946,73.2,445,16.8522
6,12,40,1.946,73.2,440,18.4676
6,12,40,1.946,73.2,435,20.1743
6,12,40,1.946,73.2,430,21.9828
6,12,40,1.946,73.2,425,23.9083
6,12,40,1.946,73.2,420,25.9877
6,12,40,1.946,73.2,415,28.1205
6,12,40,1.946,73.2,410,30.3711
6,12,40,1.946,73.2,405,32.7535
6,12,40,1.946,73.2,400,35.248
6,12,40,1.946,73.2,395,37.9147
6,12,40,1.946,73.2,390,40.8007
6,12,40,1.946,73.2,385,43.9559
6,12,40,1.946,73.2,380,47.3997
6,12,40,1.946,73.2,375,50.9366
6,12,40,1.946,73.2,370,54.2242
6,12,40,1.946,73.2,365,56.2897
6,12,40,1.946,73.2,360,57.1439
6,12,40,1.946,73.2,355,57.206
6,12,40,1.946,73.2,350,56.9915
6,12,40,1.946,73.2,345,56.7971
6,12,40,1.946,73.2,340,56.5143
6,12,40,1.946,73.2,335,56.4169
6,12,40,1.946,73.2,330,56.2839
6,12,40,1.946,73.2,325,56.0708
6,12,40,1.946,73.2,320,55.7749
6,12,40,1.946,73.2,315,55.364
6,12,40,1.946,73.2,310,54.817
6,12,40,1.946,73.2,305,54.215
6,12,40,1.946,73.2,300,53.6033
9,14,20,1.949,72.5,1200,96.997
9,14,20,1.949,72.5,1195,96.9578
9,14,20,1.949,72.5,1190,96.8509
9,14,20,1.949,72.5,1185,96.6398
9,14,20,1.949,72.5,1180,96.2781
9,14,20,1.949,72.5,1175,95.7467
9,14,20,1.949,72.5,1170,95.0391
9,14,20,1.949,72.5,1165,94.1767
9,14,20,1.949,72.5,1160,93.17
9,14,20,1.949,72.5,1155,92.0249
9,14,20,1.949,72.5,1150,90.7355
9,14,20,1.949,72.5,1145,89.2975
9,14,20,1.949,72.5,1140,87.7035
9,14,20,1.949,72.5,1135,85.938
9,14,20,1.949,72.5,1130,83.9947
9,14,20,1.949,72.5,1125,81.8863
9,14,20,1.949,72.5,1120,79.6099
9,14,20,1.949,72.5,1115,77.1703
9,14,20,1.949,72.5,1110,74.5497
9,14,20,1.949,72.5,1105,71.7474
9,14,20,1.949,72.5,1100,68.7543
9,14,20,1.949,72.5,1095,65.5625
9,14,20,1.949,72.5,1090,62.1924
9,14,20,1.949,72.5,1085,58.6616
9,14,20,1.949,72.5,1080,54.9761
9,14,20,1.949,72.5,1075,51.1189
9,14,20,1.949,72.5,1070,47.0665
9,14,20,1.949,72.5,1065,42.8281
9,14,20,1.949,72.5,1060,38.5034
9,14,20,1.949,72.5,1055,34.275
9,14,20,1.949,72.5,1050,30.3624
9,14,20,1.949,72.5,1045,26.9408
9,14,20,1.949,72.5,1040,24.089
9,14,20,1.949,72.5,1035,21.8091
9,14,20,1.949,72.5,1030,20.047
9,14,20,1.949,72.5,1025,18.7267
9,14,20,1.949,72.5,1020,17.7661
9,14,20,1.949,72.5,1015,17.0804
9,14,20,1.949,72.5,1010,16.596
9,14,20,1.949,72.5,1005,16.2485
9,14,20,1.949,72.5,1000,15.9888
9,14,20,1.949,72.5,995,15.7896
9,14,20,1.949,72.5,990,15.6244
9,14,20,1.949,72.5,985,15.4731
9,14,20,1.949,72.5,980,15.3295
9,14,20,1.949,72.5,975,15.1858
9,14,20,1.949,72.5,970,15.0479
9,14,20,1.949,72.5,965,14.9097
9,14,20,1.949,72.5,960,14.7698
9,14,20,1.949,72.5,955,14.6312
9,14,20,1.949,72.5,950,14.4875
