iter	RMSE
311	4.871824335
312	4.863302246
313	4.855462108
314	4.849347028
315	4.843445213
316	4.835525054
317	4.831435032
318	4.826356807
319	4.820481463
320	4.816570796
321	4.810146297
322	4.80258442
323	4.795707705
324	4.791744325
325	4.787862608
326	4.782272934
327	4.776828119
328	4.77341839
329	4.768753033
330	4.762704852
331	4.758379755
332	4.752449266
333	4.748201569
334	4.740583642
335	4.735772381
336	4.730557007
337	4.72707171
338	4.722467711
339	4.718930534
340	4.708683503
341	4.705083385
342	4.699493803
343	4.693918617
344	4.687215036
345	4.682459522
346	4.67359243
347	4.67016478
348	4.663908622
349	4.658324874
350	4.652217905
351	4.64701362
352	4.643892357
353	4.639994872
354	4.634732604
355	4.628030062
356	4.619829765
357	4.616977122
358	4.612873413
359	4.606907747
360	4.602741624
361	4.600150257
362	4.593988953
363	4.590045118
364	4.586037809
365	4.579109188
366	4.572768522
367	4.568095403
368	4.564287873
369	4.560341339
370	4.557715004
371	4.551545039
372	4.548050039
373	4.543710858
374	4.540340853
375	4.53597283
376	4.533349405
377	4.530146404
378	4.52561501
379	4.521298941
380	4.514193588
381	4.510753697
382	4.508372502
383	4.505436245
384	4.501853653
385	4.495117759
386	4.492564746
387	4.489391372
388	4.482999398
389	4.477467183
390	4.474291468
391	4.470950691
392	4.467581452
393	4.458736759
394	4.451217521
395	4.445241253
396	4.442373821
397	4.439391385
398	4.436750958
399	4.433819726
400	4.430936072
401	4.427125322
402	4.42112368
403	4.418831886
404	4.415188148
405	4.411345006
406	4.408268924
407	4.405203772
408	4.402421154
409	4.394788156
410	4.387497929
411	4.382688157
412	4.375243649
413	4.372574194
414	4.369554532
415	4.36519477
416	4.359321879
417	4.356509378
418	4.354093438
419	4.350794242
420	4.34824053
421	4.345397167
422	4.338237095
423	4.334459435
424	4.325567781
425	4.322952044
426	4.313334506
427	4.310759919
428	4.308312538
429	4.30172313
430	4.299196429
431	4.296908915
432	4.293677506
433	4.291309761
434	4.288978201
435	4.286658691
436	4.284347367
437	4.273693721
438	4.271118469
439	4.266051021
440	4.263507687
441	4.256996311
442	4.254758863
443	4.248994338
444	4.246631683
445	4.243288158
446	4.241105218
447	4.239067683
448	4.236512492
449	4.234422259
450	4.232303398
451	4.230205105
452	4.227826073
453	4.225646568
454	4.223589377
455	4.221153303
456	4.218932183
457	4.215667117
458	4.213669523
459	4.203859545
460	4.201014973
461	4.195707588
462	4.19384226
463	4.184304679
464	4.182354529
465	4.180331446
466	4.178427035
467	4.176380584
468	4.174503148
469	4.172644135
470	4.169356468
471	4.167363697
472	4.162171058
473	4.158601849
474	4.149217973
475	4.147262054
476	4.134283568
477	4.12927628
478	4.127107599
479	4.125340006
480	4.122606805
481	4.11771183
482	4.115966416
483	4.114239512
484	4.112526805
485	4.110828304
486	4.109143634
487	4.100284953
488	4.098617471
489	4.096804488
490	4.095063444
491	4.093279062
492	4.091663993
493	4.09005665
494	4.087034423
495	4.084488885
496	4.08195801
497	4.073443666
498	4.071874144
499	4.069333643
